cnpj_basico,cnpj_ordem,matriz_filial,nome_fantasia,situacao,data_situacao,data_inicio,uf,municipio_codigo
13741054,0001,1,KORU PILATES,02,20110527,20110527,SP,7107
16101143,0001,1,STUDIO VIS,08,20170306,20120704,SC,8105
08289341,0002,2,ACADEMIA FEMALE,08,20140115,20120604,GO,9373
07681692,0002,2,ACADEMIA HOTACAO,08,20210503,20120709,PE,2443
16384639,0001,1,ESTACAO MED FITNESS,02,20120702,20120702,MA,0733
10547949,0001,1,CARDIO TRAINING,04,20260526,20081218,SP,6469
16435314,0001,1,ACADEMIA VALTER FITNESS,08,20180726,20120702,SP,6403
16445436,0001,1,,08,20170731,20120712,RS,8845
16493674,0001,1,ACADEMIA BEM ESTAR,08,20191101,20120716,SP,7151
16499441,0001,1,MEDIDA CERTA,08,20180727,20120614,MG,4123
16502477,0001,1,GF PERSONAL TRAINER,08,20140429,20120717,MG,4123
16505643,0001,1,,04,20240808,20120618,PR,7535
16513831,0001,1,BIOLAB,08,20211001,20120717,RJ,6001
16514782,0001,1,,08,20180328,20120718,SP,6621
16527024,0001,1,PLENY SAUDE INTEGRATIVA,02,20250218,20120719,AM,0255
16529603,0001,1,ACADEMIA ESPACO CORPORAL,02,20120719,20120719,PE,2457
16530530,0001,1,HIDRO SOLAR,02,20120719,20120719,MG,4989
16541219,0001,1,TEDY FITNESS & CIA,04,20220607,20120720,BA,3413
10910478,0001,1,CAPAO FIT,04,20190301,20090601,SP,7107
16575711,0001,1,ESPACO EXCLUSIVE,08,20190424,20120726,SP,6547
16577019,0001,1,ACADEMIA CORPO E MENTE,08,20210208,20120725,AL,2741
16577380,0001,1,,08,20151130,20120726,MG,4625
16579801,0001,1,,08,20180327,20120726,SP,6251
13870685,0002,2,ACADEMIA BOA FORMA,08,20230307,20120720,MT,9067
16584602,0001,1,STUDIO PERSONAL I9,04,20260515,20120726,BA,3781
16613815,0001,1,,04,20181205,20120801,RO,0003
16615956,0001,1,,02,20120713,20120713,SP,6821
16616579,0001,1,RAZAO DO CORPO,02,20120801,20120801,MG,4133
16628782,0001,1,,02,20120801,20120801,ES,5625
16636801,0001,1,PRIME LIFE GESTAO EM SAUDE E BEM ESTAR,08,20220805,20120805,SP,7107
16644964,0001,1,ACADEMIA KORMANN FITNESS,02,20120730,20120730,MT,9067
16650944,0001,1,ACADEMIA VASCO NETO,02,20120801,20120801,DF,9701
16538978,0001,1,ACADEMIA ATP ESPORTES,08,20250603,20120720,GO,9221
16661085,0001,1,,08,20150925,20120808,SP,6619
16675467,0001,1,,02,20120810,20120810,SP,6291
16685982,0001,1,ACADEMIA VIKING,04,20180904,20120813,MG,4123
16690649,0001,1,PODHIUM ESTETICA E FITINESS,08,20250324,20120814,PE,2531
13281107,0001,1,ACADEMIA PRIMEIRA OPCAO,08,20251008,20110120,SP,6921
16715018,0001,1,STUDIO PERSONAL,04,20210406,20120809,SP,6241
16716170,0001,1,GARDENFIT ACADEMIA MORATO LTDA - ME,04,20190227,20120727,SP,6427
16717310,0001,1,,02,20120817,20120817,BA,3849
12964690,0001,1,DARLLY SPORT FITNESS,04,20190326,20101206,RN,1761
16722660,0001,1,,08,20160801,20120820,MS,9073
16724872,0001,1,FFS ACADEMIA,02,20241206,20120725,SP,6377
16725635,0001,1,A & D FISIOTERAPIA E EDUCACAO FISICA,03,20150126,20120723,RN,1761
16732031,0001,1,DYNAMIC TEAM,02,20120821,20120821,PR,7691
08663334,0001,1,,08,20130829,20070206,RS,8577
08691637,0001,1,ACADEMIA OURO PRETO FITNESS,08,20220330,20070215,MG,4123
08698593,0001,1,ACADEMIA COLISEU,08,20170901,20070308,SE,3105
10901129,0001,1,,02,20090515,20090515,RS,8785
16763703,0001,1,,04,20260512,20120827,CE,1569
12071527,0001,1,,08,20120320,20100610,SP,7097
10237958,0001,1,,02,20080611,20080611,SP,7107
08730128,0001,1,ESPACO MANIA,02,20070321,20070321,MG,4123
16763917,0001,1,,08,20160817,20120827,SP,7089
12112359,0001,1,,02,20100621,20100621,MG,5419
08765728,0001,1,EQUIPE - ACADEMIA,08,20150209,20070321,RS,8791
13419705,0001,1,ALLGYM SERVICOS EM GINASTICA,08,20170426,20110325,SC,8091
14620993,0001,1,STUDIO PRO-SAUDE FITNESS,02,20111026,20111026,RS,8541
10368167,0001,1,ACADEMIA PHD,08,20230223,20080904,SP,6221
14760547,0001,1,ACADEMIA WORKING,08,20230104,20111213,MS,9051
13649378,0001,1,,08,20150401,20110516,RS,8801
12431296,0001,1,CROSS KIDS E TEENS,02,20100823,20100823,PI,1219
11140475,0001,1,WENDELL FORM,08,20240429,20090915,SE,3103
12475316,0001,1,ACADEMIA HULK,04,20210407,20100901,BA,3849
16710904,0001,1,ESPACO PILATES,08,20221117,20120816,BA,3901
12536704,0001,1,REFORCE FITNESS ACADEMIA,02,20100915,20100915,RS,8785
08946056,0001,1,POWER FIT,04,20260513,20070717,RS,8877
11192649,0001,1,ACADEMIA FEMINA,08,20130426,20091002,GO,9373
08979286,0001,1,ACADEMIA LS,08,20150528,20070726,RS,8801
08997692,0001,1,COMMANDO FITNESS IV,08,20160530,20070518,SP,7107
20467187,0001,1,FIT TOP ACADEMIA,08,20150820,20140313,SC,8233
15403633,0001,1,ACADEMIA SPACE CORPUS,08,20191219,20120420,MG,4865
12908205,0001,1,ACADEMIA SUPER TREINO,08,20120322,20101122,MG,4123
10620280,0001,1,,08,20230103,20090123,SP,7107
09195734,0001,1,PLANETA CORPO ACADEMIA DE MUSCULACAO LTDA,04,20181030,20071025,RS,8801
09219801,0001,1,,08,20090903,20071031,SP,7099
11572293,0001,1,PERFORMANCE AVALIACAO FISICA E TREINAMENTO,08,20220707,20100212,PI,1219
11609232,0001,1,ACADEMIA ALTERNATIVA,08,20130326,20100217,SP,6221
09247632,0001,1,ACADEMIA DU CORPO,02,20071210,20071210,RJ,5829
09268720,0001,1,ACADEMIA BRASIL FITNESS,04,20190321,20071218,PR,7667
10788940,0001,1,ACADEMIA L1,04,20181025,20090427,PE,2531
10804424,0001,1,NEW FORM'S ACADEMIA,08,20171121,20090507,GO,9373
09315951,0001,1,,08,20140321,20080122,RS,8801
10853642,0001,1,SPORT SAUDE,08,20190718,20090518,RJ,5817
11868243,0001,1,ACADEMIA BIOCORPUS,08,20260219,20100427,MG,5415
09455675,0001,1,IMPACTO ACADEMIA,08,20110303,20080331,SP,6277
08408219,0001,1,ORIENTE ACADEMIA ARTES MARCIAIS,08,20090828,20061031,RS,8801
08587085,0001,1,,02,20061221,20061221,RJ,6001
09591704,0001,1,BIOLABOR,08,20160412,20080603,BA,3849
16769753,0001,1,ACADEMIA ATENAS,04,20210223,20120828,RO,0009
16777221,0001,1,MOVIMENTACAO,08,20150209,20120821,SE,3135
08439842,0001,1,,08,20110824,20061106,SP,6271
13160341,0002,2,VADICO SCIPIONI PILATES,08,20200819,20120625,SP,6203
16807522,0001,1,,02,20120830,20120830,SP,6219
16807663,0001,1,NEW FITNESS ACADEMIA,02,20120905,20120905,SP,7183
16812244,0001,1,TOP SHAPE FITNESS ACADEMIA,08,20250318,20120906,MG,4601
16825350,0001,1,,08,20180228,20120910,BA,3359
16826493,0001,1,AUTHENTIC,08,20200619,20120911,MG,4123
08726868,0001,1,ESPACO QUALIVIDA,02,20070323,20070323,SP,7107
16828757,0001,1,ACADEMIA CUNHA FITNESS,08,20180706,20120904,DF,9701
16834960,0001,1,,08,20160630,20120725,SP,7075
16835042,0001,1,,04,20210416,20120912,MG,4123
16836588,0001,1,EMPORIO DO CORPO,08,20230712,20120912,MS,9057
16843791,0001,1,,08,20150401,20120913,RJ,0786
10472913,0001,1,,08,20180425,20081103,SP,7145
16852018,0001,1,START FITNESS NATAL,08,20210713,20120914,RN,1761
10653047,0002,2,,08,20220912,20120911,SP,7089
16852904,0001,1,STUDIO CLAFA PILATES,02,20120831,20120831,SP,7121
16860729,0001,1,CORPO & CIA EVOLUTION,04,20260518,20120913,RJ,6001
16868865,0001,1,ACADEMIA CORPO E FORMA,04,20190125,20120918,RO,0047
16873498,0001,1,,08,20141205,20120919,SC,8105
95143020,0002,2,CENTRO FISICO CORPUS,08,20150702,20120919,RS,8683
13919827,0001,1,ACADEMIA SPORTS,08,20231023,20110630,MG,4031
