nome,uf,populacao
Tupãssi,PR,8208
Turvo,PR,14101
Ubiratã,PR,25732
Umuarama,PR,123059
União da Vitória,PR,56560
Uniflor,PR,2106
Uraí,PR,10308
Wenceslau Braz,PR,19398
Ventania,PR,9760
Vera Cruz do Oeste,PR,8178
Verê,PR,8077
Alto Paraíso,PR,3067
Doutor Ulysses,PR,5744
Virmond,PR,3828
Vitorino,PR,10549
Xambrê,PR,5835
Abdon Batista,SC,2629
Abelardo Luz,SC,17767
Agrolândia,SC,11646
Agronômica,SC,6511
Água Doce,SC,6587
Águas de Chapecó,SC,6123
Águas Frias,SC,3000
Águas Mornas,SC,7193
Alfredo Wagner,SC,10963
Alto Bela Vista,SC,1847
Anchieta,SC,5955
Angelina,SC,5484
Anita Garibaldi,SC,8339
Anitápolis,SC,3761
Antônio Carlos,SC,12464
Apiúna,SC,10041
Arabutã,SC,4505
Araquari,SC,52079
Araranguá,SC,76611
Armazém,SC,9289
Arroio Trinta,SC,3634
Arvoredo,SC,2623
Ascurra,SC,8720
Atalanta,SC,3265
Aurora,SC,7241
Balneário Arroio do Silva,SC,17786
Balneário Camboriú,SC,151674
Balneário Barra do Sul,SC,16953
Balneário Gaivota,SC,17986
Bandeirante,SC,3265
Barra Bonita,SC,1642
Barra Velha,SC,52860
Bela Vista do Toldo,SC,5939
Belmonte,SC,2712
Benedito Novo,SC,10757
Biguaçu,SC,83756
Blumenau,SC,385558
Bocaina do Sul,SC,3639
Bombinhas,SC,28738
Bom Jardim da Serra,SC,3995
Bom Jesus,SC,2896
Bom Jesus do Oeste,SC,2240
Bom Retiro,SC,8422
Botuverá,SC,5705
Braço do Norte,SC,35985
Braço do Trombudo,SC,4256
Brunópolis,SC,2433
Brusque,SC,155307
Caçador,SC,76298
Caibi,SC,6441
Calmon,SC,3519
Camboriú,SC,117324
Capão Alto,SC,2636
Campo Alegre,SC,12886
Campo Belo do Sul,SC,7324
Campo Erê,SC,9864
Campos Novos,SC,39049
Canelinha,SC,13618
Canoinhas,SC,56948
Capinzal,SC,24414
Capivari de Baixo,SC,25015
Catanduvas,SC,11033
Caxambu do Sul,SC,4752
Celso Ramos,SC,2864
Cerro Negro,SC,3303
Chapadão do Lageado,SC,3053
Chapecó,SC,282648
Cocal do Sul,SC,18106
Concórdia,SC,87206
Cordilheira Alta,SC,5192
Coronel Freitas,SC,10604
Coronel Martins,SC,1993
Corupá,SC,15912
Correia Pinto,SC,16253
Criciúma,SC,227438
Cunha Porã,SC,11242
Cunhataí,SC,2026
Curitibanos,SC,41741
Descanso,SC,8652
Dionísio Cerqueira,SC,15316
Dona Emma,SC,4435
Doutor Pedrinho,SC,3729
Entre Rios,SC,3561
Ermo,SC,2354
Erval Velho,SC,5137
Faxinal dos Guedes,SC,11537
Flor do Sertão,SC,1868
Florianópolis,SC,587486
Formosa do Sul,SC,2752
Forquilhinha,SC,34771
Fraiburgo,SC,34065
Frei Rogério,SC,2437
Galvão,SC,3168
Garopaba,SC,34070
Garuva,SC,19970
Gaspar,SC,78344
Governador Celso Ramos,SC,18280
Grão-Pará,SC,6403
Gravatal,SC,13158
Guabiruba,SC,26645
Guaraciaba,SC,11071
Guaramirim,SC,51009
Guarujá do Sul,SC,4893
Guatambú,SC,9611
Herval d'Oeste,SC,22222
Ibiam,SC,2061
Ibicaré,SC,3295
Ibirama,SC,20900
Içara,SC,63489
Ilhota,SC,18627
Imaruí,SC,12150
Imbituba,SC,57256
Imbuia,SC,6166
Indaial,SC,77888
Iomerê,SC,2967
Ipira,SC,4622
Iporã do Oeste,SC,9759
Ipuaçu,SC,8133
Ipumirim,SC,8121
Iraceminha,SC,3981
Irani,SC,10560
Irati,SC,2098
Irineópolis,SC,10427
Itá,SC,7370
Itaiópolis,SC,22906
Itajaí,SC,294850
Itapema,SC,86116
Itapiranga,SC,17268
Itapoá,SC,36033
Ituporanga,SC,28461
Jaborá,SC,4461
Jacinto Machado,SC,10818
Jaguaruna,SC,21570
Jaraguá do Sul,SC,199519
Jardinópolis,SC,1810
Joaçaba,SC,31809
Joinville,SC,664541
José Boiteux,SC,6415
Jupiá,SC,2713
Lacerdópolis,SC,2302
Lages,SC,172458
Laguna,SC,44060
Lajeado Grande,SC,1791
Laurentino,SC,8605
Lauro Müller,SC,14628
Lebon Régis,SC,11575
Leoberto Leal,SC,3379
Lindóia do Sul,SC,4604
Lontras,SC,13829
Luiz Alves,SC,12246
Luzerna,SC,5951
Macieira,SC,1796
Mafra,SC,57262
Major Gercino,SC,3253
Major Vieira,SC,7543
Maracajá,SC,8344
Maravilha,SC,30743
Marema,SC,2218
Massaranduba,SC,18122
Matos Costa,SC,2789
Meleiro,SC,7128
Mirim Doce,SC,2554
Modelo,SC,4159
Mondaí,SC,10206
Monte Carlo,SC,9218
Monte Castelo,SC,7747
Morro da Fumaça,SC,19490
Morro Grande,SC,3097
Navegantes,SC,96046
Nova Erechim,SC,5490
Nova Itaberaba,SC,4672
Nova Trento,SC,14395
Nova Veneza,SC,14004
Novo Horizonte,SC,2661
Orleans,SC,24686
Otacílio Costa,SC,17873
Ouro,SC,7062
Ouro Verde,SC,2195
Paial,SC,2007
Painel,SC,2216
Palhoça,SC,253469
Palma Sola,SC,7696
Palmeira,SC,2658
Palmitos,SC,15781
Papanduva,SC,19769
Paraíso,SC,4394
Passo de Torres,SC,14859
Passos Maia,SC,3997
Paulo Lopes,SC,9879
Pedras Grandes,SC,4355
Penha,SC,36995
Peritiba,SC,3040
Pescaria Brava,SC,10615
Petrolândia,SC,6996
Balneário Piçarras,SC,30593
Pinhalzinho,SC,23897
Pinheiro Preto,SC,3631
Piratuba,SC,6144
Planalto Alegre,SC,3081
Pomerode,SC,37003
Ponte Alta,SC,4390
Ponte Alta do Norte,SC,3241
Ponte Serrada,SC,10732
Porto Belo,SC,31557
Porto União,SC,33694
Pouso Redondo,SC,18051
Praia Grande,SC,8696
Presidente Castello Branco,SC,1707
Presidente Getúlio,SC,21764
Presidente Nereu,SC,2347
Princesa,SC,3073
Quilombo,SC,11433
Rancho Queimado,SC,3484
Rio das Antas,SC,6399
Rio do Campo,SC,6638
Rio do Oeste,SC,8071
Rio dos Cedros,SC,11218
Rio do Sul,SC,77451
Rio Fortuna,SC,5044
Rio Negrinho,SC,40132
Rio Rufino,SC,2429
Riqueza,SC,4828
Rodeio,SC,13491
Romelândia,SC,4684
Salete,SC,7656
Saltinho,SC,3604
Salto Veloso,SC,4495
Sangão,SC,13797
Santa Cecília,SC,15749
Santa Helena,SC,2476
Santa Rosa de Lima,SC,2131
Santa Rosa do Sul,SC,10450
Santa Terezinha,SC,8015
Santa Terezinha do Progresso,SC,2534
Santiago do Sul,SC,1732
Santo Amaro da Imperatriz,SC,30099
São Bernardino,SC,2715
São Bento do Sul,SC,87661
São Bonifácio,SC,2982
São Carlos,SC,10462
São Cristóvão do Sul,SC,6489
São Domingos,SC,9343
São Francisco do Sul,SC,56726
São João do Oeste,SC,6467
São João Batista,SC,35336
São João do Itaperiú,SC,4827
São João do Sul,SC,9278
São Joaquim,SC,26982
São José,SC,295658
São José do Cedro,SC,14538
São José do Cerrito,SC,8706
São Lourenço do Oeste,SC,26056
São Ludgero,SC,14444
São Martinho,SC,3520
São Miguel da Boa Vista,SC,1777
São Miguel do Oeste,SC,47724
São Pedro de Alcântara,SC,6175
Saudades,SC,10799
Schroeder,SC,21710
Seara,SC,19399
Serra Alta,SC,3370
Siderópolis,SC,14156
Sombrio,SC,31722
Sul Brasil,SC,2900
Taió,SC,18909
Tangará,SC,8144
Tigrinhos,SC,2535
Tijucas,SC,58695
Timbé do Sul,SC,5503
Timbó,SC,49768
Timbó Grande,SC,7521
Três Barras,SC,20525
Treviso,SC,3920
Treze de Maio,SC,7633
Treze Tílias,SC,9531
Trombudo Central,SC,7599
Tubarão,SC,116725
Tunápolis,SC,5081
Turvo,SC,13604
União do Oeste,SC,2791
Urubici,SC,11064
Urupema,SC,2751
Urussanga,SC,21464
Vargeão,SC,3726
Vargem,SC,2613
Vargem Bonita,SC,4597
Vidal Ramos,SC,6266
Videira,SC,59074
Vitor Meireles,SC,5507
Witmarsum,SC,4513
Xanxerê,SC,54891
Xavantina,SC,3583
Xaxim,SC,34485
Zortéa,SC,4257
Balneário Rincão,SC,17697
Aceguá,RS,4251
Água Santa,RS,4003
Agudo,RS,16341
Ajuricaba,RS,6843
Alecrim,RS,6219
Alegrete,RS,74285
Alegria,RS,3705
Almirante Tamandaré do Sul,RS,2007
Alpestre,RS,7235
Alto Alegre,RS,1837
Alto Feliz,RS,3145
Alvorada,RS,194062
Amaral Ferrador,RS,5384
Ametista do Sul,RS,7826
André da Rocha,RS,1156
Anta Gorda,RS,6080
Antônio Prado,RS,13332
Arambaré,RS,4215
Araricá,RS,8831
Aratiba,RS,6618
Arroio do Meio,RS,22523
Arroio do Sal,RS,11418
Arroio do Padre,RS,2650
Arroio dos Ratos,RS,14934
Arroio do Tigre,RS,12291
Arroio Grande,RS,17879
Arvorezinha,RS,10547
Augusto Pestana,RS,7303
Áurea,RS,3458
Bagé,RS,121928
Balneário Pinhal,RS,15413
Barão,RS,6496
Barão de Cotegipe,RS,7320
Barão do Triunfo,RS,5972
Barracão,RS,4915
Barra do Guarita,RS,3231
Barra do Quaraí,RS,4340
Barra do Ribeiro,RS,12473
Barra do Rio Azul,RS,1721
Barra Funda,RS,2557
Barros Cassal,RS,9425
Benjamin Constant do Sul,RS,2118
Bento Gonçalves,RS,127977
Boa Vista das Missões,RS,1968
Boa Vista do Buricá,RS,7129
Boa Vista do Cadeado,RS,2269
Boa Vista do Incra,RS,2314
Boa Vista do Sul,RS,2815
Bom Jesus,RS,11429
Bom Princípio,RS,13665
Bom Progresso,RS,2132
Bom Retiro do Sul,RS,12587
Boqueirão do Leão,RS,6202
Bossoroca,RS,5978
Bozano,RS,2195
Braga,RS,3322
Brochier,RS,5083
Butiá,RS,19421
Caçapava do Sul,RS,33501
Cacequi,RS,11300
Cachoeira do Sul,RS,82222
Cachoeirinha,RS,141503
Cacique Doble,RS,4692
Caibaté,RS,4795
Caiçara,RS,4931
Camaquã,RS,63961
Camargo,RS,3060
Cambará do Sul,RS,6490
Campestre da Serra,RS,3311
Campina das Missões,RS,5999
Campinas do Sul,RS,5388
Campo Bom,RS,64719
Campo Novo,RS,5063
Campos Borges,RS,3695
Candelária,RS,29775
Cândido Godói,RS,6419
Candiota,RS,11012
Canela,RS,50715
Canguçu,RS,50968
Canoas,RS,359840
Canudos do Vale,RS,1686
Capão Bonito do Sul,RS,1769
Capão da Canoa,RS,66234
Capão do Cipó,RS,3187
Capão do Leão,RS,27416
Capivari do Sul,RS,4080
Capela de Santana,RS,11424
Capitão,RS,2994
Carazinho,RS,63670
Caraá,RS,7555
Carlos Barbosa,RS,31585
Carlos Gomes,RS,1384
Casca,RS,9698
Caseiros,RS,3064
Catuípe,RS,8834
Caxias do Sul,RS,479599
Centenário,RS,2777
Cerrito,RS,5910
Cerro Branco,RS,3859
Cerro Grande,RS,2428
Cerro Grande do Sul,RS,9333
Cerro Largo,RS,14014
Chapada,RS,9751
Charqueadas,RS,36110
Charrua,RS,2800
Chiapetta,RS,3991
Chuí,RS,6409
Chuvisca,RS,4682
Cidreira,RS,17583
Ciríaco,RS,4208
Colinas,RS,2474
Colorado,RS,3316
Condor,RS,6538
Constantina,RS,10631
Coqueiro Baixo,RS,1308
Coqueiros do Sul,RS,2248
Coronel Barros,RS,2896
Coronel Bicaco,RS,6214
Coronel Pilar,RS,1637
Cotiporã,RS,3926
Coxilha,RS,2718
Crissiumal,RS,13116
Cristal,RS,7455
Cristal do Sul,RS,2745
Cruz Alta,RS,60454
Cruzaltense,RS,1650
Cruzeiro do Sul,RS,12574
David Canabarro,RS,4400
Derrubadas,RS,2793
Dezesseis de Novembro,RS,2540
Dilermando de Aguiar,RS,2856
Dois Irmãos,RS,31804
Dois Irmãos das Missões,RS,2132
Dois Lajeados,RS,3156
Dom Feliciano,RS,13280
Dom Pedro de Alcântara,RS,2617
Dom Pedrito,RS,38080
Dona Francisca,RS,3133
Doutor Maurício Cardoso,RS,4534
Doutor Ricardo,RS,1924
Eldorado do Sul,RS,41012
Encantado,RS,23520
Encruzilhada do Sul,RS,24275
Engenho Velho,RS,1315
Entre-Ijuís,RS,9367
Entre Rios do Sul,RS,2727
Erebango,RS,3122
Erechim,RS,109609
Ernestina,RS,3097
Herval,RS,6302
Erval Grande,RS,5027
Erval Seco,RS,6892
Esmeralda,RS,3264
Esperança do Sul,RS,3293
Espumoso,RS,15478
Estação,RS,5685
Estância Velha,RS,49499
Esteio,RS,78144
Estrela,RS,33263
Estrela Velha,RS,3115
Eugênio de Castro,RS,2683
Fagundes Varela,RS,2620
Farroupilha,RS,72552
Faxinal do Soturno,RS,6846
Faxinalzinho,RS,2572
Fazenda Vilanova,RS,4405
Feliz,RS,13994
Flores da Cunha,RS,32015
Floriano Peixoto,RS,1690
Fontoura Xavier,RS,9710
Formigueiro,RS,6527
Forquetinha,RS,2441
Fortaleza dos Valos,RS,4569
Frederico Westphalen,RS,33726
Garibaldi,RS,35563
Garruchos,RS,2724
Gaurama,RS,5779
General Câmara,RS,7743
Gentil,RS,1784
Getúlio Vargas,RS,16955
Giruá,RS,16273
Glorinha,RS,7851
Gramado,RS,41705
Gramado dos Loureiros,RS,2047
Gramado Xavier,RS,3350
Gravataí,RS,275430
Guabiju,RS,1441
Guaíba,RS,95946
Guaporé,RS,26168
Guarani das Missões,RS,7547
Harmonia,RS,5535
Herveiras,RS,2604
Horizontina,RS,19252
Hulha Negra,RS,6102
Humaitá,RS,4772
Ibarama,RS,3787
Ibiaçá,RS,4617
Ibiraiaras,RS,6827
Ibirapuitã,RS,3789
Ibirubá,RS,22106
Igrejinha,RS,34776
Ijuí,RS,87848
Ilópolis,RS,4245
Imbé,RS,28027
Imigrante,RS,3149
Independência,RS,6557
Inhacorá,RS,2047
Ipê,RS,5490
Ipiranga do Sul,RS,1748
Iraí,RS,7619
Itaara,RS,5712
Itacurubi,RS,3038
Itapuca,RS,1963
Itaqui,RS,36811
Itati,RS,2696
Itatiba do Sul,RS,3240
Ivorá,RS,1962
Ivoti,RS,23566
Jaboticaba,RS,3847
Jacuizinho,RS,2066
Jacutinga,RS,3398
Jaguarão,RS,27396
Jaguari,RS,10771
Jaquirana,RS,3751
Jari,RS,3412
Jóia,RS,7294
Júlio de Castilhos,RS,18545
Lagoa Bonita do Sul,RS,2283
Lagoão,RS,5421
Lagoa dos Três Cantos,RS,1781
Lagoa Vermelha,RS,28622
Lajeado,RS,96879
Lajeado do Bugre,RS,2661
Lavras do Sul,RS,7290
Liberato Salzano,RS,4845
Lindolfo Collor,RS,6420
Linha Nova,RS,1721
Machadinho,RS,5867
Maçambará,RS,4485
Mampituba,RS,3203
Manoel Viana,RS,6915
Maquiné,RS,7593
Maratá,RS,2521
Marau,RS,46748
Marcelino Ramos,RS,4382
Mariana Pimentel,RS,4005
Mariano Moro,RS,1884
Marques de Souza,RS,4050
Mata,RS,4782
Mato Castelhano,RS,2611
Mato Leitão,RS,5001
Mato Queimado,RS,1833
Maximiliano de Almeida,RS,4251
Minas do Leão,RS,7661
Miraguaí,RS,4501
Montauri,RS,1530
Monte Alegre dos Campos,RS,3251
Monte Belo do Sul,RS,2608
Montenegro,RS,66352
Mormaço,RS,2815
Morrinhos do Sul,RS,3133
Morro Redondo,RS,6168
Morro Reuter,RS,6167
Mostardas,RS,12347
Muçum,RS,4692
Muitos Capões,RS,2937
Muliterno,RS,1754
Não-Me-Toque,RS,18335
Nicolau Vergueiro,RS,1982
Nonoai,RS,14074
Nova Alvorada,RS,3229
Nova Araçá,RS,5098
Nova Bassano,RS,9867
Nova Boa Vista,RS,2089
Nova Bréscia,RS,3104
Nova Candelária,RS,3138
Nova Esperança do Sul,RS,4976
Nova Hartz,RS,20558
Nova Pádua,RS,2389
Nova Palma,RS,5676
Nova Petrópolis,RS,23934
Nova Prata,RS,26637
Nova Ramada,RS,2198
Nova Roma do Sul,RS,3545
Nova Santa Rita,RS,30189
Novo Cabrais,RS,3633
Novo Hamburgo,RS,235802
Novo Machado,RS,3239
Novo Tiradentes,RS,2187
Novo Xingu,RS,1677
Novo Barreiro,RS,4375
Osório,RS,48999
Paim Filho,RS,3685
Palmares do Sul,RS,13189
Palmeira das Missões,RS,34227
Palmitinho,RS,8042
Panambi,RS,45102
Pantano Grande,RS,10443
Paraí,RS,7362
Paraíso do Sul,RS,6627
Pareci Novo,RS,4441
Parobé,RS,53569
Passa Sete,RS,4024
Passo do Sobrado,RS,6155
Passo Fundo,RS,214811
Paulo Bento,RS,2188
Paverama,RS,8146
Pedras Altas,RS,2099
Pedro Osório,RS,7631
Pejuçara,RS,3817
Pelotas,RS,336150
Picada Café,RS,5473
Pinhal,RS,3039
Pinhal da Serra,RS,2300
Pinhal Grande,RS,3861
Pinheirinho do Vale,RS,4638
Pinheiro Machado,RS,11395
Pinto Bandeira,RS,2785
Pirapó,RS,2255
Piratini,RS,17770
Planalto,RS,10624
Poço das Antas,RS,2224
Pontão,RS,3345
Ponte Preta,RS,1602
Portão,RS,35273
Porto Alegre,RS,1388794
Porto Lucena,RS,4414
Porto Mauá,RS,2173
Porto Vera Cruz,RS,1582
Porto Xavier,RS,10127
Pouso Novo,RS,1771
Presidente Lucena,RS,3166
Progresso,RS,5423
Protásio Alves,RS,2070
Putinga,RS,3809
Quaraí,RS,23995
Quatro Irmãos,RS,1577
Quevedos,RS,2553
Quinze de Novembro,RS,4003
Redentora,RS,9931
Relvado,RS,1826
Restinga Sêca,RS,15205
Rio dos Índios,RS,2866
Rio Grande,RS,198935
Rio Pardo,RS,35641
Riozinho,RS,4574
Roca Sales,RS,10646
Rodeio Bonito,RS,6831
Rolador,RS,2330
Rolante,RS,21752
Ronda Alta,RS,9969
Rondinha,RS,5078
Roque Gonzales,RS,6693
Rosário do Sul,RS,37674
Sagrada Família,RS,2528
Saldanha Marinho,RS,2619
Salto do Jacuí,RS,10357
Salvador das Missões,RS,2955
Salvador do Sul,RS,7184
Sananduva,RS,16770
Santa Bárbara do Sul,RS,8269
Santa Cecília do Sul,RS,1710
Santa Clara do Sul,RS,7079
Santa Cruz do Sul,RS,138270
Santa Maria,RS,282395
Santa Maria do Herval,RS,6486
Santa Margarida do Sul,RS,2661
Santana da Boa Vista,RS,7128
Sant'Ana do Livramento,RS,87329
Santa Rosa,RS,79488
Santa Tereza,RS,1529
Santa Vitória do Palmar,RS,31965
Santiago,RS,50336
Santo Ângelo,RS,79146
Santo Antônio do Palma,RS,2134
Santo Antônio da Patrulha,RS,44431
Santo Antônio das Missões,RS,10485
Santo Antônio do Planalto,RS,2138
Santo Augusto,RS,14196
Santo Cristo,RS,15667
Santo Expedito do Sul,RS,2395
São Borja,RS,61311
São Domingos do Sul,RS,2806
São Francisco de Assis,RS,17934
São Francisco de Paula,RS,22388
São Gabriel,RS,60090
São Jerônimo,RS,21412
São João da Urtiga,RS,4547
São João do Polêsine,RS,2708
São Jorge,RS,2976
São José das Missões,RS,2399
São José do Herval,RS,1931
São José do Hortêncio,RS,4555
São José do Inhacorá,RS,2466
São José do Norte,RS,26248
São José do Ouro,RS,6978
São José do Sul,RS,2443
São José dos Ausentes,RS,4295
São Leopoldo,RS,225737
São Lourenço do Sul,RS,43278
São Luiz Gonzaga,RS,35865
São Marcos,RS,21549
São Martinho,RS,5587
São Martinho da Serra,RS,2908
São Miguel das Missões,RS,7193
São Nicolau,RS,5243
São Paulo das Missões,RS,5943
São Pedro da Serra,RS,3618
São Pedro das Missões,RS,1790
São Pedro do Butiá,RS,3142
São Pedro do Sul,RS,15863
São Sebastião do Caí,RS,24898
São Sepé,RS,21551
São Valentim,RS,3320
São Valentim do Sul,RS,2255
São Valério do Sul,RS,2593
São Vendelino,RS,2309
São Vicente do Sul,RS,8257
Sapiranga,RS,77935
Sapucaia do Sul,RS,136572
Sarandi,RS,23374
Seberi,RS,12325
Sede Nova,RS,2750
Segredo,RS,6098
Selbach,RS,5222
Senador Salgado Filho,RS,2725
Sentinela do Sul,RS,5424
Serafina Corrêa,RS,17407
Sério,RS,2089
Sertão,RS,5630
Sertão Santana,RS,5989
Sete de Setembro,RS,1881
Severiano de Almeida,RS,3463
Silveira Martins,RS,2056
Sinimbu,RS,8685
Sobradinho,RS,14512
Soledade,RS,30939
Tabaí,RS,4569
Tapejara,RS,25256
Tapera,RS,10824
Tapes,RS,14920
Taquara,RS,54353
Taquari,RS,25963
Taquaruçu do Sul,RS,3192
Tavares,RS,5319
Tenente Portela,RS,14820
Terra de Areia,RS,10575
Teutônia,RS,34023
Tio Hugo,RS,3358
Tiradentes do Sul,RS,5188
Toropi,RS,2594
Torres,RS,43344
Tramandaí,RS,56430
Travesseiro,RS,2192
Três Arroios,RS,2636
Três Cachoeiras,RS,11224
Três Coroas,RS,24428
Três de Maio,RS,25466
Três Forquilhas,RS,2813
Três Palmeiras,RS,4829
Três Passos,RS,26304
Trindade do Sul,RS,7785
Triunfo,RS,28435
Tucunduva,RS,5646
Tunas,RS,3732
Tupanci do Sul,RS,1396
Tupanciretã,RS,20324
Tupandi,RS,5172
Tuparendi,RS,8535
Turuçu,RS,3488
Ubiretama,RS,2025
União da Serra,RS,1183
Unistalda,RS,2047
Uruguaiana,RS,120819
Vacaria,RS,66146
Vale Verde,RS,3213
Vale do Sol,RS,10069
Vale Real,RS,6223
Vanini,RS,2047
Venâncio Aires,RS,70842
Vera Cruz,RS,27670
Veranópolis,RS,24554
Vespasiano Corrêa,RS,1851
Viadutos,RS,4847
Viamão,RS,231996
Vicente Dutra,RS,4741
Victor Graeff,RS,2829
Vila Flores,RS,3741
Vila Lângaro,RS,2121
Vila Maria,RS,4515
Vila Nova do Sul,RS,3932
Vista Alegre,RS,2710
Vista Alegre do Prata,RS,1624
Vista Gaúcha,RS,2843
Vitória das Missões,RS,3316
Westfália,RS,3223
Xangri-lá,RS,16949
Água Clara,MS,17901
Alcinópolis,MS,4649
Amambai,MS,41751
Anastácio,MS,24781
Anaurilândia,MS,7688
Angélica,MS,11308
Antônio João,MS,9717
Aparecida do Taboado,MS,29826
Aquidauana,MS,48689
Aral Moreira,MS,11125
Bandeirantes,MS,8342
Bataguassu,MS,24222
Batayporã,MS,10947
Bela Vista,MS,21881
Bodoquena,MS,8887
Bonito,MS,25034
Brasilândia,MS,11833
Caarapó,MS,32748
Camapuã,MS,13928
Campo Grande,MS,962883
Caracol,MS,5096
Cassilândia,MS,21565
Chapadão do Sul,MS,34606
Corguinho,MS,4892
Coronel Sapucaia,MS,14685
Corumbá,MS,98751
Costa Rica,MS,28740
Coxim,MS,33440
Deodápolis,MS,14317
Dois Irmãos do Buriti,MS,11521
Douradina,MS,5768
Dourados,MS,264017
Eldorado,MS,11622
Fátima do Sul,MS,21504
Figueirão,MS,3751
Glória de Dourados,MS,10817
Guia Lopes da Laguna,MS,10116
Iguatemi,MS,13960
Inocência,MS,8764
Itaporã,MS,25263
Itaquiraí,MS,20060
Ivinhema,MS,30001
Japorã,MS,8441
Jaraguari,MS,7480
Jardim,MS,24504
Jateí,MS,3596
Juti,MS,7067
Ladário,MS,22425
Laguna Carapã,MS,7037
Maracaju,MS,48073
Miranda,MS,26512
Mundo Novo,MS,20087
Naviraí,MS,53014
Nioaque,MS,13354
Nova Alvorada do Sul,MS,23409
Nova Andradina,MS,50848
Novo Horizonte do Sul,MS,4801
Paraíso das Águas,MS,5842
Paranaíba,MS,42638
Paranhos,MS,13368
Pedro Gomes,MS,6910
Ponta Porã,MS,98598
Porto Murtinho,MS,12721
Ribas do Rio Pardo,MS,24152
Rio Brilhante,MS,40419
Rio Negro,MS,4921
Rio Verde de Mato Grosso,MS,20454
Rochedo,MS,5451
Santa Rita do Pardo,MS,7165
São Gabriel do Oeste,MS,32207
Sete Quedas,MS,11322
Selvíria,MS,8716
Sidrolândia,MS,49735
Sonora,MS,14813
Tacuru,MS,11205
Taquarussu,MS,3740
Terenos,MS,18182
Três Lagoas,MS,143523
Vicentina,MS,6505
Acorizal,MT,4948
Água Boa,MT,32099
Alta Floresta,MT,62158
Alto Araguaia,MT,17751
Alto Boa Vista,MT,5920
Alto Garças,MT,13956
Alto Paraguai,MT,7525
Alto Taquari,MT,11877
Apiacás,MT,8693
Araguaiana,MT,4005
Araguainha,MT,997
Araputanga,MT,14805
Arenápolis,MT,10769
Aripuanã,MT,26558
Barão de Melgaço,MT,7137
Barra do Bugres,MT,29406
Barra do Garças,MT,73878
Boa Esperança do Norte,MT,5877
Bom Jesus do Araguaia,MT,7912
Brasnorte,MT,17645
Cáceres,MT,91767
Campinápolis,MT,15808
Campo Novo do Parecis,MT,51722
Campo Verde,MT,49053
Campos de Júlio,MT,9946
Canabrava do Norte,MT,4451
Canarana,MT,28324
Carlinda,MT,10260
Castanheira,MT,7392
Chapada dos Guimarães,MT,19458
Cláudia,MT,9301
Cocalinho,MT,6495
Colíder,MT,32054
Colniza,MT,26026
Comodoro,MT,18469
Confresa,MT,38460
Conquista D'Oeste,MT,3908
Cotriguaçu,MT,10030
Cuiabá,MT,691875
Curvelândia,MT,4970
Denise,MT,6675
Diamantino,MT,22623
Dom Aquino,MT,7890
Feliz Natal,MT,10523
Figueirópolis D'Oeste,MT,3056
Gaúcha do Norte,MT,9397
General Carneiro,MT,6319
Glória D'Oeste,MT,2878
Guarantã do Norte,MT,31209
Guiratinga,MT,10252
Indiavaí,MT,2172
Ipiranga do Norte,MT,8658
Itanhangá,MT,8257
Itaúba,MT,5201
Itiquira,MT,12587
Jaciara,MT,29803
Jangada,MT,7413
Jauru,MT,7881
Juara,MT,36089
Juína,MT,48396
Juruena,MT,10057
Juscimeira,MT,11622
Lambari D'Oeste,MT,4662
Lucas do Rio Verde,MT,95792
Luciara,MT,2616
Vila Bela da Santíssima Trindade,MT,17592
Marcelândia,MT,11355
Matupá,MT,21959
Mirassol d'Oeste,MT,27637
Nobres,MT,15796
Nortelândia,MT,5890
Nossa Senhora do Livramento,MT,11658
Nova Bandeirantes,MT,14340
Nova Nazaré,MT,4575
Nova Lacerda,MT,7072
Nova Santa Helena,MT,4502
Nova Brasilândia,MT,3791
Nova Canaã do Norte,MT,11734
Nova Mutum,MT,63455
Nova Olímpia,MT,16204
Nova Ubiratã,MT,9760
Nova Xavantina,MT,25915
Novo Mundo,MT,6368
Novo Horizonte do Norte,MT,3267
Novo São Joaquim,MT,7239
Paranaíta,MT,12079
Paranatinga,MT,28870
Novo Santo Antônio,MT,2041
Pedra Preta,MT,18946
Peixoto de Azevedo,MT,33754
Planalto da Serra,MT,3328
Poconé,MT,31203
Pontal do Araguaia,MT,7441
Ponte Branca,MT,2098
Pontes e Lacerda,MT,55762
Porto Alegre do Norte,MT,12649
Porto dos Gaúchos,MT,5705
Porto Esperidião,MT,10088
Porto Estrela,MT,3141
Poxoréu,MT,25103
Primavera do Leste,MT,96006
Querência,MT,31100
São José dos Quatro Marcos,MT,17721
Reserva do Cabaçal,MT,2020
Ribeirão Cascalheira,MT,10541
Ribeirãozinho,MT,2733
Rio Branco,MT,4440
Santa Carmem,MT,5795
Santo Afonso,MT,2416
São José do Povo,MT,2716
São José do Rio Claro,MT,14455
São José do Xingu,MT,6234
São Pedro da Cipa,MT,4250
Rondolândia,MT,3518
Rondonópolis,MT,263708
Rosário Oeste,MT,15041
Santa Cruz do Xingu,MT,2904
Salto do Céu,MT,3657
Santa Rita do Trivelato,MT,3536
Santa Terezinha,MT,7737
Santo Antônio do Leste,MT,4244
Santo Antônio de Leverger,MT,16839
São Félix do Araguaia,MT,14604
Sapezal,MT,32514
Serra Nova Dourada,MT,1941
Sinop,MT,223780
Sorriso,MT,124665
Tabaporã,MT,9895
