cnpj_basico,cnpj_ordem,matriz_filial,nome_fantasia,situacao,data_situacao,data_inicio,uf,municipio_codigo
07397988,0001,1,BODYKISS,04,20180828,20050512,GO,9373
04949722,0001,1,ACADEMIA ANDRADE,08,20170316,20020306,MG,4199
03308924,0001,1,ACADEMIA PERFORMA,02,20051103,19990727,ES,5703
04956216,0001,1,HIDROVIDA WFT,04,20260513,20020320,GO,9595
92758200,0001,1,,08,20150209,19890613,RS,8801
04971227,0001,1,ACADEMIA PICK FORT,02,20051103,20020228,AL,2859
04974967,0001,1,PERSONAL TRAINING STUDIO,02,20051103,20020214,SC,8105
04976632,0001,1,MAXFORMA,02,20051103,20020315,PE,2531
04979684,0001,1,ACADEMIA APICE,08,20080821,20020326,RN,1761
00060944,0001,1,ACADEMIA PHOENIX,02,20010701,19940506,SC,8161
03344065,0001,1,,02,20051103,19990818,MG,4123
04991784,0001,1,ACADEMIA GH FITNESS,02,20051103,20020404,SC,8311
04991893,0001,1,NUCLEO DE ARTE E DANCA,08,20241104,20020404,RS,8801
04992535,0001,1,,02,20020401,20020401,RJ,6001
03348439,0001,1,GRUPO CULTURAL CAPOEIRA GRITO LIBERDADE,04,20190301,19990729,SP,6681
03348707,0001,1,KIKO PRATICAS AQUATICAS,08,20100325,19990713,BA,3849
07438425,0001,1,CURVES,08,20241108,20050613,RJ,5865
03354044,0001,1,,08,20050412,19990816,SC,8179
03360087,0001,1,ACADEMIA ARENNA,04,20260512,19990825,SP,7145
01710214,0001,1,ACADEMIA PHISICAL FITNESS,02,20051103,19970314,BA,3419
05018184,0001,1,IM FITNESS,02,20051103,20020425,SP,6213
05020190,0001,1,,08,20210409,20020419,MG,4079
05020248,0001,1,ALEM DO CORPO ACADEMIA,08,20180201,20020425,ES,5663
01722265,0001,1,TCHIBUM ESCOLA DE NATACAO E ACADEMIA,02,20051103,19970310,SC,8291
00094980,0001,1,PHYSICAL SPORT CENTER,08,20081231,19940617,RJ,5915
01726565,0001,1,,02,20051103,19970220,SP,7017
05028752,0001,1,ACADEMIA MOVIMENTO,02,20051103,20020415,GO,9431
05036883,0001,1,POA FITNESS,02,20050827,20020130,RS,8801
01743451,0001,1,CORPUS ACADEMIA,08,20081231,19970307,SC,8127
05050930,0001,1,,02,20020516,20020516,SC,8367
05058838,0001,1,COMPANHIA ATHLETICA,08,20190905,20020517,BA,3821
01755759,0001,1,,04,20210330,19970306,MG,4133
03412259,0001,1,MED CLUB ACADEMIA,04,20180918,19990920,RJ,6001
01762030,0001,1,CENTRO FITNESS CERRADO,08,20230630,19970411,GO,9221
03424206,0001,1,ACADEMIA FALCAO NEGRO,08,20090427,19990831,PR,7535
03427245,0001,1,ACADEMIA CORPO E FORMA,04,20181129,19990930,PR,8451
03428382,0001,1,ACADEMIA EVOLUCAO,02,20051103,19990929,MA,0921
05084118,0001,1,ACADEMIA BODY FITNESS,08,20210217,20020527,MS,9051
93923894,0001,1,,08,20120313,19910401,RS,8801
01781885,0001,1,DALIA ACQUA SPORT,02,20020831,19970314,BA,3849
93975647,0001,1,SQUACH COMPANY,08,20001212,19910426,RS,8801
05095284,0001,1,,08,20081231,20020611,RN,1761
05096906,0001,1,ACADEMIA DO APOLLO,08,20240123,20020611,MA,0803
05098028,0001,1,ACADEMIA VITAL FITNESS,04,20260512,20020614,CE,1341
05102394,0001,1,SAUDE E FORMA ACADEMIA,08,20191211,20020617,RN,1761
01801250,0001,1,HIDRO CENTER,08,20220921,19970102,PA,0427
03462687,0001,1,,08,20040204,19990927,SP,7107
01805762,0001,1,,02,20040710,19970227,SP,7107
03464793,0001,1,ACQUA FITNESS ESPACO DE NATACAO E HIDROGINASTICA,02,20051103,19991014,BA,3807
05126702,0001,1,ENSEADA FITNNES,04,20220608,20020704,ES,5625
05127577,0001,1,,04,20180911,20020620,SP,7107
01817115,0001,1,COMPANHIA AQUATICA,02,20011201,19970513,DF,9701
03478827,0001,1,PRIME 4 ACADEMIA LTDA,02,20051103,19991103,DF,9701
05140210,0001,1,,02,20050924,20020611,SP,6789
00198625,0001,1,,08,20120109,19940919,MG,4123
05143127,0001,1,ACADEMIA HARMONIA DO CORPO,08,20230615,20020614,RS,8915
94415981,0001,1,ACADEMIA DESTAK,08,20210510,19920113,RS,8853
00202743,0001,1,,02,20001223,19940922,SC,8321
00205020,0001,1,ACADEMIA DIEGO JANSEN,02,20051103,19940922,BA,3845
00210102,0001,1,KLEM SPORTS,04,20181017,19940926,RJ,6001
05159328,0001,1,VITA LABORE - GESTAO DE PESSOAS E SERVICOS,08,20131024,20020722,PR,7493
01843615,0001,1,AGITAR FITNESS,04,20190328,19970512,MG,4249
07707090,0001,1,L2 CENTRO DE TREINAMENTO,02,20211224,20051124,SE,3141
01845715,0001,1,ACADEMIA FEMALE FORM,02,20070410,19970523,CE,1447
94586179,0001,1,ACADEMIA IPANEMA,08,20130410,19920914,RS,8801
05167103,0001,1,,08,20150209,20020715,SC,8373
94653318,0001,1,,08,20170215,19920624,RS,8833
01855974,0001,1,ACADEMIA DE HIDROGINASTICA BOA FORMA,04,20210310,19970522,SP,6885
03516117,0001,1,ESPACO SAUDE,02,20051103,19991122,GO,9373
03516128,0001,1,DUPLO IMPACTO,04,20260515,19991110,BA,3591
03518903,0001,1,ACADEMIA NOVA OPCAO,08,20081231,19991123,RS,8561
01868445,0001,1,ACADEMIAPILEGGI,08,20031202,19970521,SP,7107
05194746,0001,1,ACADEMIA CIRCUITO SPORTS GINASTICA E MUSCULACAO,04,20180918,20020529,CE,1389
03534703,0001,1,ACADEMIA RUNNER,08,20030807,19991124,SC,8179
94893088,0001,1,ACADEMIA GYM POWER VT,04,20180928,19920810,RS,8801
03535170,0001,1,MOOVZSE STUDIO,02,20051103,19991014,PE,2521
05197617,0001,1,ACADEMIA ARENA FITNESS,04,20240808,20020716,MT,9067
01876546,0001,1,ACADEMIA VIDA E FORMA,04,20181024,19970507,RJ,5869
05205630,0001,1,ACADEMIA CORPO ATIVO,08,20241216,20020701,RJ,5833
94983376,0001,1,,02,20051103,19921223,RS,8895
05209231,0001,1,ACADEMIA MOVIMENT,08,20210805,20020723,CE,1389
03548610,0001,1,ACADEMIA PHYSIC,08,20041018,19991206,PR,7691
95038337,0001,1,AEROSTEP,08,20121023,19930120,RS,8801
03552075,0001,1,,04,20201029,19991111,MG,4123
05220065,0001,1,ATMOSFERA ACADEMIA,02,20020802,20020802,RS,8507
01891031,0001,1,FORCA DA NUTRICAO,02,20260521,19970606,RS,8815
03564824,0001,1,,08,20150209,19991210,SP,6681
01900735,0001,1,TROPICAL,08,20181211,19970530,MG,4123
07414880,0001,1,ACADEMIA RACE FITNESS,08,20180917,20050519,RJ,6001
05238176,0001,1,ACADEMIA CORPO LIVRE,04,20220608,20020823,PB,2051
03578182,0001,1,,08,20081231,19991222,PR,7667
03578685,0001,1,,04,20181017,19991130,RJ,6001
00288323,0001,1,HOLISTICA,03,20230524,19941107,RS,8801
05251003,0001,1,,02,20020808,20020808,RS,8899
03586719,0001,1,EXPRESSO ATIVIDADE FISICA,04,20181025,20000104,BA,3849
03588991,0001,1,,08,20030317,20000106,SP,6369
03589210,0001,1,SPORT CENTER ACADEMY,08,20081231,20000103,SP,6915
