cnpj_basico,cnpj_ordem,matriz_filial,nome_fantasia,situacao,data_situacao,data_inicio,uf,municipio_codigo
13789592,0001,1,ROBSON PERSONAL TRAINER,08,20170301,20110612,MG,4653
13792898,0001,1,FLUYR STUDIO,08,20150324,20110607,ES,5703
13798100,0001,1,PORTO PILATES FISIOTERAPIA E GINASTICA,02,20110519,20110519,RS,8801
13807484,0001,1,,02,20110601,20110601,SP,7099
20383570,0001,1,,08,20200522,20140604,SP,6769
13820288,0001,1,PRO CORPOS,08,20250919,20110613,PR,7421
13831552,0001,1,GUILHERME ALMEIDA PERSONAL & PILATES,08,20170313,20110617,SC,8105
13851842,0001,1,IRANI ACADEMIA THOR,08,20190808,20110408,SP,6361
13852019,0001,1,CURVES,08,20160107,20110531,RS,8785
13852768,0001,1,ANDERSON SPORTS NUTRITION,08,20180201,20110624,SP,7107
13856193,0001,1,ACADEMIA AGILE,08,20140710,20110621,DF,9701
13861765,0001,1,,08,20140312,20110627,PR,7607
13864762,0001,1,ACADEMIA PERFORMANCE,08,20150731,20110628,MG,4553
13878500,0001,1,TOP FITNESS,08,20150811,20110608,GO,9571
13882555,0001,1,G FORMA FITNESS,02,20110629,20110629,CE,1389
13891381,0001,1,STUDIO DE PILATES,02,20110601,20110601,DF,9701
13896462,0001,1,,02,20260223,20110614,RJ,5877
13897894,0001,1,,08,20180201,20110624,CE,1595
13900894,0001,1,ACADEMIA OLIMPIA,02,20110701,20110701,MG,4959
13909278,0001,1,,08,20170809,20110703,RJ,5837
13928441,0001,1,A. S. RIBEIRO,04,20210224,20110704,RR,0301
13936317,0001,1,NOVA ACADEMIA FORCA E SAUDE,08,20191025,20110630,PE,2577
20387840,0001,1,DANILO TOLEDO,08,20180201,20140604,SP,7107
13941310,0001,1,VIBE ACADEMIA,02,20110704,20110704,PE,2383
97532890,0001,1,ACADEMIA IRON FITNESS,02,20110701,20110701,PI,1219
20388829,0001,1,STUDIO RL 12,08,20200714,20140604,SP,6273
97540965,0001,1,ACADEMIA SUPER TREINO,08,20220621,20110712,SC,8327
97543702,0001,1,MOTRIZ ACADEMIA E ESTUDIO DE PILATES E COREALIGN,02,20110607,20110607,RS,8801
10538856,0002,2,HOME FITNESS,03,20140722,20110714,BA,3849
13952182,0001,1,SPACO HELOISA ROCHA,04,20181011,20110607,RJ,6001
11524676,0002,2,ACADEMIA PRO-PHISICAL,08,20150922,20110705,SP,7107
20389611,0001,1,TOP FITNESS,08,20200319,20140604,BA,3087
13962622,0001,1,KROPOLIS ACADEMIA,08,20191125,20110704,SP,7057
20497540,0001,1,,04,20181016,20140625,SP,7107
20390535,0001,1,ESPORTES MAIS,08,20210128,20140528,PR,7455
13989880,0001,1,STUDIO CAROL MONTEIRO,08,20160912,20110718,PE,2531
13994059,0001,1,ACADEMIA AQUATICA,08,20160708,20110707,ES,5699
13994170,0001,1,ACADEMIA VIP FITNESS,02,20110720,20110720,BA,3573
20391087,0001,1,DANILO FITNESS,08,20180201,20140605,MA,0921
14003342,0001,1,SOL TERAPIA,08,20180201,20110725,PR,7535
14007726,0001,1,,02,20110715,20110715,SP,7097
14007891,0001,1,,02,20250326,20110720,RS,8963
14009403,0001,1,IMPACTO ACADEMIA,08,20161010,20110707,SP,6109
14013801,0001,1,JELL FITNESS,04,20210407,20110708,BA,3849
14021765,0001,1,ESTUDIO ESSENCIAL DE ATIVIDADE FISICA,02,20110713,20110713,RS,8839
14022606,0001,1,ACADEMIA CORPO E MENTE,08,20111110,20110705,RS,8959
14022672,0001,1,FISIO LIFE,04,20210212,20110728,GO,9263
14025351,0001,1,SEJAMAGRO,08,20180112,20110728,MS,9051
14046788,0001,1,ACADEMIA PERSONNAL,02,20110721,20110721,BA,3377
14064550,0001,1,,02,20240222,20110804,ES,5705
10801130,0001,1,,08,20110413,20090422,SP,6713
14072679,0001,1,ELITE FITNESS,02,20110804,20110804,MG,2895
09635837,0001,1,,08,20201222,20080606,ES,5703
14078254,0001,1,STUDIO CORPUS PILATIS,08,20191211,20110804,BA,3755
14084030,0001,1,ACADEMIA DRAGON,02,20110803,20110803,SP,7245
14084488,0001,1,NEW MOOVE FITNESS CLUB,02,20110808,20110808,RJ,5865
14090216,0001,1,GREEN WOLF,08,20220704,20110809,RS,8771
14101686,0001,1,BODY ACTION,08,20130117,20110801,RJ,5877
14104605,0001,1,STUDIO THA BENTO PILATES,02,20110726,20110726,SP,7077
20394898,0001,1,IGOR SANTOS PERSONAL TREINER,08,20180201,20140605,RJ,6001
14125651,0001,1,ACADEMIA MAIS VIDA,04,20210330,20110816,MG,4133
14125822,0001,1,M2 FITNESS,02,20110816,20110816,ES,5673
20395584,0001,1,PERSONAL FITNESS,04,20210317,20140605,PR,7535
14133591,0001,1,EXPRESS FITNESS,04,20260519,20110816,MG,5029
14135648,0001,1,LIFE ACADEMIA,08,20150903,20110805,RN,1761
10790360,0001,1,LIVRE ACADEMIA,04,20240820,20090416,PI,1219
14141488,0001,1,RSOOCER,08,20220811,20110803,SP,7107
11634959,0001,1,ACADEMIA CORPO E MOVIMENTO,08,20110718,20100304,GO,9445
13405617,0001,1,LIFE FITNESS ACADEMIA-JR,08,20161222,20110302,RN,1761
14145492,0001,1,,08,20151015,20110818,CE,1401
14147761,0001,1,,08,20240917,20110818,RS,8599
14148095,0001,1,SINGLE ACADEMIA,03,20251015,20110818,BA,3685
14151470,0001,1,,02,20110809,20110809,SP,6739
14160260,0001,1,ACQUA SPORT,04,20210416,20110819,MG,5155
13637057,0001,1,,08,20240822,20110510,MG,4133
14167164,0001,1,STUDIO PILATES CORPO & ALMA,02,20110817,20110817,SP,6949
20396918,0001,1,ESPACO VIDA ACADEMIA,08,20160628,20140605,MS,9923
14171957,0001,1,POWER FITNESS ACADEMIA,08,20151214,20110809,RS,5765
14173614,0001,1,,04,20181016,20110712,SP,7107
09341484,0001,1,,02,20071207,20071207,SP,7107
14181399,0001,1,ENDORFINA FITNESS,02,20110817,20110817,RN,1761
14191455,0001,1,,08,20130201,20110809,SP,7107
14199741,0001,1,STUDIO CORPO E TERAPIA,08,20190709,20110819,PE,2461
20398476,0001,1,RAFITNESS,08,20160313,20140606,SP,7097
14217628,0001,1,ARPE FITNESS,02,20110825,20110825,SC,8221
14225678,0001,1,JM SAUDE,04,20190115,20110819,RJ,5801
20398944,0001,1,ACADEMIA COMPANHIA DO CORPO,08,20160128,20140602,PR,7583
14229573,0001,1,BODYFIT,08,20250716,20110824,PR,7749
14260917,0001,1,,08,20170104,20110816,SP,7107
20400055,0001,1,****,08,20141124,20140530,ES,5663
14261756,0001,1,ACADEMIA SCORPION,04,20210422,20110905,BA,3735
14261859,0001,1,LORENLAY FIT,04,20181011,20110712,RJ,6001
14268479,0001,1,PERSONAL STUDIO ADMA SALIM,02,20110912,20110912,RJ,5811
14291936,0001,1,TOP FITNESS,08,20171025,20110914,GO,9625
14292529,0001,1,PROJETO SAUDE ASSESSORIA EM QUAIDADE DE VIDA LTDA ME,08,20131023,20110223,SP,7075
14297020,0001,1,VIA CORPUS PILATES,02,20110914,20110914,RS,8801
14297716,0001,1,BENHUR FITNESS,08,20220304,20110915,RS,8599
14315661,0001,1,JB ESPORTES & CIA,08,20180201,20110920,MG,4985
15000671,0002,2,POWERFISIO,02,20140606,20140606,CE,1411
14346151,0001,1,ACADEMIA VIDA VERAO,08,20171129,20110922,MG,4371
14353501,0001,1,OXIGENIO,02,20110922,20110922,AP,0605
14356043,0001,1,MILESKI PILATES,04,20210225,20110922,RS,8801
14378698,0001,1,SPEED POWER ACADEMIA DE MUSCULACAO,08,20190314,20110817,SP,6477
14382689,0001,1,FIT IRON ACADEMIA,08,20240710,20110929,SC,8179
14387853,0001,1,ACADEMIA ESTACAO DO CORPO,08,20230829,20040618,MG,4219
14393470,0001,1,POWER MOVIMENT,02,20110830,20110830,SP,6425
14405003,0001,1,POSTURALE CURSOS,02,20110929,20110929,MT,9067
14410128,0001,1,ACADEMIA ESPORTE & LAZER,04,20260515,20111003,BA,3515
14414108,0001,1,,04,20210311,20111004,RJ,6001
14424281,0001,1,SEVEN FITNESS,08,20160816,20111006,BA,3099
14440865,0001,1,MAX PREMIUM ACADEMIA,08,20190517,20111006,SP,7245
11140539,0002,2,ACADEMIA CORPO & ACAO,08,20210603,20110922,SP,6313
14449794,0001,1,STUDIO ONE,08,20230216,20111011,SE,3105
14455734,0001,1,NIVEL A,02,20221121,20110929,SP,7107
11722515,0001,1,ACADEMIA SPORT LIFFE,04,20210223,20100323,AM,0255
14456609,0001,1,TCN SAUDE,08,20170120,20111011,PR,7745
14460818,0001,1,,08,20180619,20111014,SP,7107
12248675,0002,2,AGDA FITNESS ACADEMIA,08,20181112,20110928,RJ,5819
14481239,0001,1,,02,20110927,20110927,AL,2881
14481809,0001,1,ESTACAO DO CORPO LTDA,08,20210126,20110914,ES,5703
14484631,0001,1,,08,20260303,20110919,SP,7107
14489467,0001,1,,02,20111020,20111020,PR,7745
14489600,0001,1,GENIUS SAUDE,04,20210210,20110926,DF,9701
11756997,0002,2,AGUADEMIA,02,20110628,20110628,SP,7149
20408247,0001,1,MASTER ACADEMIA,02,20240112,20140608,PA,0441
14516742,0001,1,SPARTA FITNESS,08,20260310,20111011,RS,8801
14518645,0001,1,,08,20150529,20111025,RJ,6001
14526378,0001,1,KILDARY FERNANDES,02,20240912,20111017,CE,1389
11441850,0002,2,ACADEMIA PREZOTI E MENDES LTDA - ME,08,20130828,20110928,MG,4111
14535393,0001,1,ACADEMIA CORPUS,08,20200720,20111027,MT,9779
14536797,0001,1,ACADEMIA OLIMPO,08,20170906,20111013,PA,0453
14555107,0001,1,ACADEMIA LOPES & VALENTE,08,20200914,20111031,MG,4123
14556599,0001,1,,08,20151127,20111101,PA,0565
14562381,0001,1,HARMONIA DO CORPO STUDIO FITNESS,08,20251204,20111025,ES,5705
14563578,0001,1,,08,20130121,20111028,BA,3849
14566696,0001,1,ACADEMIA FITNESS,02,20111103,20111103,MG,4723
14570621,0001,1,MURALHA ESPORTE FITNESS,04,20210210,20110927,GO,9275
14580749,0001,1,ACADEMIA SAUDE VITAL,02,20210513,20111014,RS,8793
14595051,0001,1,BHRACE,02,20111109,20111109,MG,4123
14595210,0001,1,ACADEMIA OFICINA DO FISICO,02,20201104,20111025,SP,6789
03091111,0002,2,PERSONAL,08,20160205,20111110,MG,5397
14607820,0001,1,ACADEMIA DRILL COMPANY,04,20210406,20111107,SP,6671
14610413,0001,1,,08,20161117,20111111,MG,4133
14616103,0001,1,,08,20160404,20111115,MG,4123
14619141,0001,1,ACADEMIA CORPUS SANUS,02,20111116,20111116,MG,4123
14619214,0001,1,ACADEMIA ESPACO 10,08,20201130,20111114,RS,8841
20412555,0001,1,GUILHERME MAGALHAES,08,20160404,20140609,DF,9701
14641788,0001,1,,08,20150605,20111120,RJ,5865
14643674,0001,1,4 LIFE,08,20181010,20111121,SC,8357
08544417,0001,1,,04,20180828,20061213,MG,5403
14659942,0001,1,ACADEMIA WINNER,08,20250604,20111118,BA,3515
14667941,0001,1,VITTA FITNESS,02,20190903,20111124,AM,0255
14669946,0001,1,,02,20111124,20111124,SP,7113
20413663,0001,1,FERNANDO DE MELO,08,20160909,20140609,SP,7079
14692127,0001,1,,08,20121221,20111124,ES,5637
14695110,0001,1,ACADEMIA CORPO E ARTE,04,20181025,20111118,PE,2491
07594978,0016,2,,02,20111117,20111117,SP,7107
