cnpj_basico,cnpj_ordem,matriz_filial,nome_fantasia,situacao,data_situacao,data_inicio,uf,municipio_codigo
66084555,0001,1,STUDIO PERFORMANCE E CONDICIONAMENTO,02,20260406,20260406,BA,3579
66086928,0001,1,,02,20260406,20260406,MG,4123
66098611,0001,1,RCLIN,02,20260406,20260406,BA,3029
66099998,0001,1,SPRINT FORCA E MOVIMENTO,02,20260406,20260406,MG,5343
66101090,0001,1,ACADEMIA VIBEFIT,02,20260406,20260406,MT,1034
66110002,0001,1,MOVE STUDIO DE MUSCULACAO PERSONALIZADA,02,20260406,20260406,AL,2785
66111381,0001,1,H&R CORPO E MENTE,02,20260406,20260406,RS,8791
66113575,0001,1,FIRE FIT,02,20260406,20260406,MG,5313
66121901,0001,1,OXX PRIME ACADEMIA,02,20260406,20260406,SP,7107
66122778,0001,1,JOSE PAGOT,02,20260327,20260327,MT,9067
66123598,0001,1,TEMPLEFIT,02,20260407,20260407,RS,7379
66123763,0001,1,BODY STRONG ACADEMIA,02,20260407,20260407,MG,4093
66132841,0001,1,KELIN KROLL,02,20260304,20260304,SC,8039
66133337,0001,1,IAGO ALISSON DE LIMA SILVA SERVICOS,02,20260408,20260408,GO,9459
59009686,0002,2,,02,20260408,20260408,RS,8785
66135543,0001,1,,02,20260408,20260408,PR,7535
66141051,0001,1,LARISSA VIGNOLI PILATES,02,20260401,20260401,MG,4123
66151029,0001,1,VITAL TRAINING,02,20260408,20260408,SP,6853
66155825,0001,1,MOVIMENT CROSS,02,20260408,20260408,MS,9051
66161230,0001,1,,02,20260408,20260408,RS,8597
65553601,0001,1,RIVEN FITNESS,02,20260305,20260305,DF,9701
66170527,0001,1,STUDIO AK,02,20260409,20260409,SC,8259
66172716,0001,1,,02,20260406,20260406,RS,8675
66177351,0001,1,STUDIO BORA CLUB,02,20260407,20260407,SP,7071
66179386,0001,1,PRISCILA HENN PILATES,02,20260409,20260409,SC,8039
66182473,0001,1,DALIANA KAREN STUDIO DE PILATES E FISIOTERAPIA,02,20260410,20260410,RN,1759
66183888,0001,1,BELCHIOR FIT ACADEMIAS PACAJUS,02,20260408,20260408,CE,1493
66184279,0001,1,RESPIRE E TRANSFORME,02,20260407,20260407,MG,5343
66184807,0001,1,,02,20260409,20260409,PR,7759
07244143,0002,2,ARENA PE NA AREIA,02,20260410,20260410,BA,3751
