cnpj_basico,cnpj_ordem,matriz_filial,nome_fantasia,situacao,data_situacao,data_inicio,uf,municipio_codigo
41974819,0001,1,ACADEMIA SUPERACAO MESSIAS TARGINO,02,20210517,20210517,RN,1721
41976750,0001,1,CBCG FITNESS,02,20210517,20210517,GO,9221
33334035,0001,1,STUDIO FORT LIFE,08,20240510,20190411,MG,4185
41988782,0001,1,BC ESPACO FITNESS,02,20210518,20210518,PI,1167
41993790,0001,1,ERICK ALVES PERSONAL,04,20260522,20210518,SP,6607
41998879,0001,1,ANDREY TYMOSZCZENKO SERVICOS ESPORTIVOS,08,20250602,20210519,SP,7107
42002981,0001,1,,02,20210519,20210519,SP,7107
42015308,0001,1,,02,20210519,20210519,MG,5403
42015500,0001,1,,02,20210519,20210519,SP,6291
42017109,0001,1,MP STUDIO FITNESS,02,20210520,20210520,SP,7107
42021883,0001,1,FIVE'S GYM,02,20210520,20210520,RS,8669
30958786,0002,2,ACADEMIA TOP FITNESS,08,20211213,20210520,PI,1077
42028361,0001,1,,02,20210520,20210520,RS,8801
42030706,0001,1,ACADEMIA S9 FIT,02,20210520,20210520,RJ,6001
42036420,0001,1,JF ACADEMIA,02,20240102,20210521,RN,1763
42038563,0001,1,DELLA VITA CLINICA DE FISIOTERAPIA E PILATES SJC LTDA,02,20210521,20210521,SP,7099
42040999,0001,1,G4 FIT ACADEMIA,02,20210521,20210521,CE,1389
42042032,0001,1,,02,20210521,20210521,SP,6973
42045305,0001,1,MATCHFIT,02,20210521,20210521,PE,2629
42053730,0001,1,STUDIO FITNESS RAILA SILVA,04,20231108,20210523,PI,1297
42070660,0001,1,ESPACO & SAUDE FOR LIFE,02,20210525,20210525,MG,4223
27665040,0001,1,PERSONAL TRAINER RAFAEL LIBERATO,08,20210524,20170505,PR,7667
42072895,0001,1,JR ACADEMIA,02,20210525,20210525,CE,1537
42077802,0001,1,,04,20231113,20210525,SP,6251
42078696,0001,1,EDER STUDIO PERSONAL TRAINING,02,20210525,20210525,SC,8329
42088374,0001,1,RIO FIT,02,20210526,20210526,DF,9701
42091995,0001,1,STUDIO CORPUS,02,20210526,20210526,MS,9051
42097119,0001,1,ACADEMIA TORNADO,02,20250926,20210526,MG,4403
42099888,0001,1,DANIELE BALBINOT PILATES E FUNCIONAL,02,20210526,20210526,RS,7387
42107658,0001,1,BLACK WOLF CF,02,20240514,20210527,PA,0483
42107996,0001,1,NUNES & REIS CTFI,02,20240925,20210527,AL,2785
42108741,0001,1,,02,20210527,20210527,RS,8669
33836483,0001,1,BERTHOLDO TREINAMENTOS & VENDAS ONLINE,08,20221216,20190605,PR,7427
32663375,0001,1,BARRACAO VIEIRA CROSSTRAINING,02,20190205,20190205,MS,9787
42115358,0001,1,RM ACADEMIA,02,20210527,20210527,SP,6159
42116280,0001,1,FC CROSS,02,20210527,20210527,BA,3849
42122791,0001,1,ONIX ATHLETICA,02,20210528,20210528,PI,0276
39534988,0002,2,LIVE ACADEMIA,02,20210528,20210528,AM,0255
42129880,0001,1,ACADEMIA CORPO E SAUDE FITNESS,02,20210528,20210528,PE,2377
42130175,0001,1,CROSS EXPERIENCE BOULEVARD,04,20260605,20210528,TO,9385
42132298,0001,1,CROSS EXPERIENCE RAMON,02,20210528,20210528,MG,5273
36090889,0001,1,TREINAMENTO FUNCIONAL PERSONALIZADO,04,20260529,20200122,GO,9459
42159839,0001,1,MP ESPORTES,02,20210601,20210601,SP,6313
42177524,0001,1,,08,20220606,20210602,PR,7535
42178163,0001,1,FASCIA TRAINING,02,20210602,20210602,RS,8801
42182763,0001,1,STUDIOCLINICA SAMSARA,02,20210602,20210602,PR,7535
42204741,0001,1,,02,20210604,20210604,SP,7107
42204787,0001,1,ACADEMIA DO BORBA,02,20210604,20210604,RS,8955
42234226,0001,1,MINDFIT,02,20210608,20210608,RN,1761
36172464,0001,1,JB PERSONAL TRAINER,02,20200129,20200129,SC,8165
30131915,0001,1,ACADEMIA IMPACTO,08,20250204,20180406,RS,8941
42255803,0001,1,LOTUS PILATES,02,20210609,20210609,RJ,2911
27906871,0001,1,,08,20210609,20170606,SP,7099
42261225,0001,1,CENTRO DE TREINAMENTO VITALIDADE,02,20210609,20210609,MG,4771
42275316,0001,1,FIRST ACADEMIA,08,20210825,20210610,RS,8799
30966961,0002,2,RUGBYFIT,08,20250428,20210610,SP,7107
42277040,0001,1,VILLA FIT,08,20260406,20210610,TO,9385
42278048,0001,1,,02,20210610,20210610,SC,8089
42283609,0001,1,BLESS GYM,02,20210610,20210610,SC,8357
42289138,0001,1,D' FITNESS ACADEMIA,02,20210611,20210611,MG,4951
42292939,0001,1,FORMULA FITNESS 1,02,20210611,20210611,RN,1731
39452344,0002,2,RG TRAINING PERFORMANCE E FUNCIONAL,02,20210611,20210611,SC,8039
42330778,0001,1,LIMITS ACADEMIA,02,20210615,20210615,RJ,5869
42332735,0001,1,DINAMUS ACADEMIA,08,20230228,20210615,BA,3993
42342762,0001,1,ACADEMIA PIT BUL,02,20210616,20210616,MG,5091
42354141,0001,1,ESTUDIO MONTEIRO'S FITNESS,02,20210616,20210616,SP,6481
42354510,0001,1,VINIC CORPO EM MOVIMENTO,08,20221116,20210616,SP,7107
42368442,0001,1,ACADEMIA POWER FISIC,02,20210617,20210617,CE,1307
42371009,0001,1,ACADEMIA WILSON FITNESS,02,20210617,20210617,MA,0230
29472899,0001,1,CROSS MONSTRAO,02,20180118,20180118,SC,8179
42374459,0001,1,LET'S RUN CLUBE DE CORRIDA E CAMINHADA,08,20260325,20210617,BA,3913
42379582,0001,1,X FITNESS,02,20210618,20210618,CE,1495
42384963,0001,1,ACADEMIA AEROMIX,02,20210618,20210618,SP,7027
42393558,0001,1,MATEUS JONAS LTDA,02,20210619,20210619,SP,7107
42399818,0001,1,LIFE FITNESS,02,20210621,20210621,GO,9221
42403340,0001,1,,02,20210621,20210621,RS,8801
42411410,0001,1,MARY ACADEMIA,08,20260527,20210621,PA,0557
35659558,0003,2,,08,20220830,20210622,SC,8039
42429602,0001,1,STUDIO F COACH,02,20210622,20210622,RS,8801
42434418,0001,1,,02,20210623,20210623,SC,8081
42443873,0001,1,DNA FIT ACADEMIA,02,20241016,20210623,MA,0869
42464212,0001,1,KANY EMPREENDIMENTOS,02,20210624,20210624,CE,1559
42488670,0001,1,M1 FITNESS,02,20210628,20210628,PR,7657
42491255,0001,1,ACADEMIA FIT TIME IPIAU,04,20260527,20210628,BA,3579
42501185,0001,1,STRONG X GYM,08,20211117,20210628,SP,6551
42514404,0001,1,ELITE ACADEMIA JHS,02,20210629,20210629,SP,7109
42535049,0001,1,STUDIO CLASSE A PERSONAL TRAINERS,04,20260608,20210630,GO,9379
42540877,0001,1,CF CROSS FUNCIONAL,04,20260610,20210630,MG,4353
42545357,0001,1,ACADEMIA NEW CROSS LTDA,08,20221216,20210701,MG,5413
42565974,0001,1,,08,20220623,20210702,MG,4425
42567654,0001,1,CROSSFIT V6,08,20260126,20210702,MG,4123
26884375,0001,1,MARLO DA SILVEIRA PERSONAL TRAINER/KARATE SHOTOKAN,08,20210702,20170117,RS,8771
42580261,0001,1,VR TREINAMENTO,04,20260610,20210705,MG,5373
42580270,0001,1,ACADEMIA MOVIMENTO FITNESS,02,20210705,20210705,MG,5437
42581023,0001,1,SANDRO FALCETTA SPORTS,02,20210705,20210705,SP,7107
42583140,0001,1,JC TRAINING,04,20231110,20210705,GO,9249
42584494,0001,1,L FITNESS,02,20210705,20210705,PB,1913
33231776,0001,1,FLUIDEZ PILATES,02,20190403,20190403,MG,4123
42592589,0001,1,PRIME FITNESS PRESIDENTE PRUDENTE,02,20210705,20210705,SP,6929
42598451,0001,1,ACADEMIA UNIVERSO FITNESS,02,20210706,20210706,SP,6475
42603851,0001,1,,02,20210706,20210706,RJ,5849
42605871,0001,1,RECREIO BARBELL CLUB,08,20221111,20210706,PA,0447
36175014,0001,1,MAXIMUS CENTRO DE TREINAMENTO,08,20230621,20200129,RJ,2909
42615287,0001,1,FLEXGYM ACADEMIA DE GINASTICA,02,20210707,20210707,RJ,6001
