cnpj_basico,cnpj_ordem,matriz_filial,nome_fantasia,situacao,data_situacao,data_inicio,uf,municipio_codigo
39881972,0001,1,EQUILIBRE FISIO,08,20220519,20201123,SE,3105
39886568,0001,1,TOP UP FITNESS,02,20201124,20201124,CE,1389
39896109,0001,1,,08,20210105,20201124,PR,0870
39912925,0001,1,ACADEMIA + FIT FUNCIONAL E MUSCULACAO,02,20201125,20201125,RS,8791
39917234,0001,1,C. T. PATRICK GALVAO,02,20201125,20201125,AP,0605
39921932,0001,1,CORPOFIT,02,20201126,20201126,AL,2785
39925927,0001,1,UBER FIT TERRA NOVA ACADEMIA DE MUSCULACAO,02,20201126,20201126,MG,5403
39934198,0001,1,BASE 158 GUARULHOS,02,20201127,20201127,SP,6477
39938421,0001,1,ROOTS FUNCIONAL,02,20201127,20201127,GO,9221
39959206,0001,1,POWER FIT,08,20240219,20201130,RN,1761
39969160,0001,1,REVERTE GYM,04,20220610,20201201,SP,6921
39974194,0001,1,FM SPORTS,02,20201201,20201201,DF,9701
38261563,0011,2,,08,20211130,20201201,ES,5703
39975900,0001,1,ACADEMIA EXTREME,02,20201201,20201201,PR,7583
39978320,0001,1,ACADEMIA TOP FITNESS,08,20240415,20201201,BA,3371
39987384,0001,1,,08,20211213,20201202,RS,8801
39993608,0001,1,ACADEMIA INVICTUS,04,20260603,20201202,SC,8161
38261563,0019,2,,08,20211130,20201203,CE,1389
40006325,0001,1,CF ANUBIS,08,20210616,20201203,RJ,5877
40019048,0001,1,PRO FITNESS ACADEMIA,02,20201204,20201204,SP,6863
40021348,0001,1,MOVIMENTO E FORMA FITNESS,02,20201204,20201204,MT,9067
40036483,0001,1,HIGH VOLTAGE GYM TRAINING CENTER,08,20260108,20201207,PE,2631
40041341,0001,1,CORPUS SPORT CENTER,02,20201207,20201207,CE,1417
40059756,0001,1,GYM FITNESS,04,20260611,20201209,AP,0607
40061089,0001,1,NORDESTE FITNESS,02,20201209,20201209,RN,1761
24921465,0047,2,,08,20230906,20201209,SP,6929
40064095,0001,1,,02,20201209,20201209,SP,6849
18996615,0002,2,STUDIO PERSONAL AMANDA AMORIM,08,20201209,20171215,BA,1112
22311095,0002,2,OLIMPIA FITNESS,08,20230929,20201210,PR,7583
26000515,0001,1,,08,20201210,20160822,SP,7107
36181670,0001,1,,08,20201210,20200129,GO,9473
40083837,0001,1,,02,20201211,20201211,RJ,6001
40090054,0001,1,CROSS EXPERIENCE FLAMBOYANT,08,20230105,20201211,SP,6291
40098817,0001,1,ACADEMIA CRYS7,02,20201214,20201214,CE,1585
40100235,0001,1,ACADEMIA STARGYM,08,20260430,20201214,CE,1373
40107055,0001,1,MILENA DICKEL PERSONAL TRAINER,02,20201214,20201214,RS,9821
40117013,0001,1,ACADEMIA OLIMPICA SAO LOURENCO,02,20201215,20201215,PR,7535
40119510,0001,1,ACADEMIA BIOFIT,02,20201215,20201215,BA,3867
38261563,0027,2,,08,20211130,20201216,PE,2531
40134707,0001,1,AUGE FITNESS,04,20260522,20201216,BA,3685
40022033,0001,1,ACADEMIA TECAO,02,20201204,20201204,BA,3947
40139351,0001,1,ACADEMIA M 3,02,20201217,20201217,PE,0548
40151091,0001,1,VITTAL FIT,02,20201218,20201218,BA,3773
40153042,0001,1,EMPODERA FITNESS,02,20250129,20201218,SP,6415
40155309,0001,1,S S FITNESS,02,20241021,20201218,RN,1741
40158721,0001,1,STUDIO VILLA'S PILATES,02,20201218,20201218,MT,9151
40161031,0001,1,TEAM LEMOS,02,20201218,20201218,MA,0921
28686028,0001,1,,08,20201221,20170920,ES,5693
40166723,0001,1,,08,20250325,20201221,RJ,6001
40169340,0001,1,,02,20201221,20201221,ES,5703
40184026,0001,1,STUDIO DE TREINAMENTO FERNANDO NUNES,02,20201222,20201222,CE,1373
40184457,0001,1,ACADEMIA PARK FITNESS,04,20220607,20201222,PA,0427
40187443,0001,1,SFRP TREINAMENTO ESPORTIVO E FITNESS LTDA,08,20231026,20201223,SP,7097
40189081,0001,1,J C ACADEMIA,02,20201223,20201223,PE,2289
40209440,0001,1,LIFE UP,02,20201228,20201228,MG,4941
26873084,0002,2,JULIANE DIAS STUDIO DE PILATES,08,20221230,20210104,MG,4939
40239902,0001,1,FAMILY HEALTH,04,20231116,20210104,SP,7197
30358026,0001,1,LIMIT FITNESS,08,20210324,20180503,RS,8669
40246136,0001,1,CENTRO TREINAMENTO OLIVEIRA,02,20210104,20210104,MG,5023
40255302,0001,1,ACADEMIA HELLO FORCE TRAINING,02,20210105,20210105,PR,7479
40255414,0001,1,,08,20211209,20210105,SP,6451
40259148,0001,1,,02,20210105,20210105,SC,8105
40285492,0001,1,,02,20210106,20210106,MG,4123
32134639,0002,2,TT ACADEMIA,08,20220817,20210107,PI,1211
36819021,0002,2,META CENTRO DE TREINAMENTO,08,20241022,20210107,RS,7353
40300780,0001,1,SEVEN FIT,02,20240415,20210107,RJ,6001
40307236,0001,1,FORCA E FORMA ACADEMIA,02,20210108,20210108,PA,0048
40307422,0001,1,B9 TREINAMENTO,04,20231106,20210108,PR,7535
40314300,0001,1,M&G ASSESSORIA ESPORTIVA,02,20210108,20210108,RJ,6001
40314542,0001,1,ACADEMIA EVOLUTION TRAINING,04,20240821,20210108,RJ,2921
40386456,0001,1,NEXT,02,20210113,20210113,RS,8791
40394593,0001,1,TOTAL HEALTHY ACADEMIA,02,20210114,20210114,SP,6305
40400135,0001,1,STUDIO NOVO CORPO,04,20260610,20210114,MG,4123
40404374,0001,1,PHELIPE DI SANTI,08,20210705,20210114,SE,3105
36673089,0001,1,CROSS EXPERIENCE ATIBAIA,08,20220707,20200313,SP,6181
40436436,0001,1,,02,20210118,20210118,SP,6607
40438620,0001,1,BLACK FIT,02,20210118,20210118,SP,6487
40439635,0001,1,STUDIO MOVEMENT,02,20210118,20210118,PA,0639
40445362,0001,1,,02,20210118,20210118,RS,8955
40453881,0001,1,,02,20210119,20210119,PA,0509
40476238,0001,1,FIRST BOX,08,20240726,20210120,MG,4927
40495639,0001,1,THE KING MUSCULACAO E PILATES,02,20210121,20210121,SC,5737
40498092,0001,1,TREINADOR CARLOS FIGUEIRA,02,20210121,20210121,SP,6579
40504766,0001,1,ACQUA POWER HIDROGINASTICA E NATACAO,02,20210121,20210121,GO,9485
40505951,0001,1,,08,20220504,20210121,SP,6903
40506955,0001,1,STUDIO BODY FITNESS,02,20210121,20210121,RJ,6001
40508176,0001,1,,02,20210121,20210121,RS,8417
40516656,0001,1,,04,20231116,20210122,PE,2351
40518674,0001,1,,02,20210122,20210122,PR,7535
40525936,0001,1,G7 CROSS TRAINING,02,20210122,20210122,RS,8705
40544680,0001,1,PROL SAUDE,02,20210125,20210125,BA,3689
40559646,0001,1,,02,20210126,20210126,RJ,5807
40563776,0001,1,VIDA ACADEMIA,02,20210126,20210126,SP,6215
40567290,0001,1,,02,20210126,20210126,SC,8039
40567530,0001,1,START CROSS,02,20210126,20210126,SP,6131
40570678,0001,1,IMPACTOS FIT,02,20210126,20210126,GO,9227
40580963,0001,1,HUNTERS CROSS TRAINING,02,20240326,20210127,CE,1389
40583686,0001,1,MY BOX S1,08,20220104,20210127,RJ,5897
40586522,0001,1,STARFIT ACADEMIA,04,20240807,20210127,TO,9685
40587371,0001,1,WD FIT ACADEMIA,08,20220307,20210127,BA,3373
40591369,0001,1,S M PERSONAL,02,20210127,20210127,RJ,5839
40593867,0001,1,,02,20210127,20210127,RJ,5837
40594255,0001,1,FORMA ACADEMIA,02,20210127,20210127,PI,1219
29254843,0001,1,ACADEMIA FOCUS,02,20171212,20171212,PR,7791
40606743,0001,1,,02,20210128,20210128,SC,8179
40608842,0001,1,,02,20210128,20210128,MG,5301
18648823,0003,2,K FIT,02,20210128,20210128,PI,1077
40611523,0001,1,OMS,02,20210128,20210128,SC,8113
40612043,0001,1,CT NA PONTA DO PE,08,20211116,20210128,DF,9701
26068436,0001,1,D+FITNESS,08,20210129,20160831,PE,2531
40635301,0001,1,ENGENHARIA DO CORPO,02,20210129,20210129,SC,8105
40646554,0001,1,ASTRAND FITNESS ACADEMIA,02,20210201,20210201,SP,6291
40653097,0001,1,CROSS EXPERIENCE NOSSO TETO,08,20240509,20210201,SP,6953
40655892,0001,1,BOX 21 CROSS TRAINING,02,20210201,20210201,ES,5661
40661929,0001,1,LEAD ACADEMIA,08,20210903,20210201,SC,8383
40668056,0001,1,ACADEMIA MOVIMENTO,02,20210202,20210202,MA,0921
40668452,0001,1,ACADEMIA FOGUINHO ESPORTES,02,20210202,20210202,SP,7133
28565725,0001,1,BARBOZASPORTES,04,20210203,20170903,SP,6637
40687093,0001,1,STUDIO DE TREINAMENTO E SAUDE MARCELO PRADO,02,20210203,20210203,SP,7145
40705025,0001,1,LPO BRASIL,08,20240229,20210204,RS,8801
40718805,0001,1,START TRAINING,02,20210204,20210204,RS,8839
29808852,0001,1,BOX COLOSSO,02,20180228,20180228,CE,1389
40729051,0001,1,STUDIO MULHERES FIT,02,20210202,20210202,PB,2179
40733386,0001,1,ANDERSON EI,04,20240815,20210205,RJ,6001
40734081,0001,1,ACADEMIA MEGA FITNES,02,20210205,20210205,BA,3593
40737247,0001,1,ACADEMIA NOSSO FOCO NOSSA META,02,20210205,20210205,MG,4315
40740968,0001,1,VFITNESS,02,20210206,20210206,PR,7815
30558698,0001,1,STUDIO PILATES FERNANDA VIANA,02,20250211,20180525,DF,9701
40759411,0001,1,M E SPORTS,08,20211026,20210208,GO,9535
40759421,0001,1,DIEGO TORRES STUDIO PERSONAL ATALAIA,02,20210208,20210208,SE,3105
27071291,0001,1,FERNANDO TAEKWONDO,08,20260514,20170209,ES,5705
40781860,0001,1,,08,20211025,20210209,PE,2521
40784623,0001,1,POWER FIT,08,20260528,20210207,PE,2629
27023552,0001,1,,04,20260525,20170203,DF,9701
28640564,0001,1,FER BORBES PERSONAL E ARTIGOS FITNESS,04,20210210,20170914,GO,9379
40793037,0001,1,,02,20210210,20210210,RJ,6001
40793225,0001,1,SPORTFITNESS,02,20210210,20210210,RN,1761
40794589,0001,1,CLINICA VITALLE,02,20210210,20210210,SP,6149
40800467,0001,1,PILATES 7.8,02,20210210,20210210,SP,6477
40801965,0001,1,CASA DO KAME,08,20220721,20210210,PE,2401
40804785,0001,1,MY FITNESS PRIME,02,20210210,20210210,PR,7633
40805380,0001,1,ACADEMIA MAROMBA,02,20210210,20210210,GO,1066
40813680,0001,1,CPM FTNESS,02,20210211,20210211,CE,1389
40820348,0001,1,ACADEMIA RR,02,20210211,20210211,MG,5157
35285850,0001,1,SPORT TOTAL FITNESS ACADEMIA,08,20240327,20191023,GO,9373
31288290,0002,2,,08,20241105,20210212,DF,9701
25032265,0002,2,,02,20190725,20190725,PR,7667
40833635,0001,1,,02,20210212,20210212,SP,7057
40837603,0001,1,,02,20240808,20210212,MG,4445
40838688,0001,1,R.P TREINAMENTOS E CONSULTORIA,02,20210212,20210212,GO,9373
40842201,0001,1,,02,20210212,20210212,SC,8047
40851327,0001,1,,02,20210215,20210215,PR,7625
40851383,0001,1,EFTEAM,02,20210215,20210215,PA,0433
40857298,0001,1,BOX 160,02,20210215,20210215,SP,7071
40857756,0001,1,IZA COSTA TREINAMENTO FISICO,02,20210215,20210215,MG,4167
40309183,0001,1,CM PERFORMANCE,04,20260610,20210108,MG,4061
40875735,0001,1,PAREDOES DA PRAIA,02,20210217,20210217,RJ,6001
39981629,0001,1,STUDIO DELTA,02,20201201,20201201,BA,3861
29310670,0001,1,,02,20171221,20171221,SP,7107
40893839,0001,1,,02,20210218,20210218,SP,6323
27683888,0001,1,,08,20210226,20170509,PR,7885
28340850,0001,1,ACADEMIA BEAT DOWN GYM,04,20210219,20170804,PA,0427
40912485,0001,1,ACADEMIA CSFF,02,20210219,20210219,PR,7595
33651556,0002,2,,08,20240126,20210219,DF,9701
40914779,0001,1,,08,20250331,20210219,AL,2735
40931104,0001,1,MR GALPAO FITNESS,08,20220712,20210222,PB,1931
40932078,0001,1,,02,20210222,20210222,SE,3157
40936828,0001,1,TF42,02,20240129,20210222,PE,0552
40937074,0001,1,INSTITUTO HOPE,02,20210222,20210222,SP,6155
40939029,0001,1,CROSS EXPERIENCE,02,20210222,20210222,SP,6469
40955507,0001,1,GTC SPORTS,08,20220519,20210223,SP,7107
40958272,0001,1,GUABIFISIO,02,20210223,20210223,SC,8123
31549599,0001,1,ONEFIT ACADEMIA E TURISMO,02,20220620,20180919,MT,9871
40969416,0001,1,CROSS EXPERIENCE JARDIM ESPERANCA,02,20210224,20210224,MG,4733
40977384,0001,1,,08,20250129,20210224,MG,5125
40980338,0001,1,CENTRO DE TREINAMENTO VULCANO,02,20210224,20210224,RJ,5897
40981842,0001,1,,02,20210224,20210224,PR,7731
40794045,0001,1,WJ SERVICOS,02,20210210,20210210,TO,9321
40994421,0001,1,PR ACADEMY,02,20210225,20210225,RN,1725
26903397,0001,1,HABITAT HEALTH,02,20240205,20170119,SP,7107
27526059,0001,1,,04,20210226,20170412,SP,7107
41006714,0001,1,MANIA FIT,04,20240902,20210226,SP,7157
41006871,0001,1,MONTANHA FITNESS,02,20210226,20210226,BA,3849
41009281,0001,1,CORPO EM MOVIMENTO,02,20210226,20210226,RS,8877
41014611,0001,1,ARENA BEACH BALL,08,20250709,20210226,GO,9511
41017951,0001,1,PERSONALE FITNESS,02,20210226,20210226,AL,2785
41023582,0001,1,ZOOM FITNESS,02,20210227,20210227,PR,7535
41039740,0001,1,BUSH STUDIO,08,20240822,20210301,PR,7407
41047210,0001,1,OVERALL FITNESS CLUB,04,20231030,20210301,MS,9137
41048699,0001,1,ACADEMIA ENNES,02,20210302,20210302,RS,8933
41054539,0001,1,HF FITNESS,04,20231106,20210302,MG,4351
41063838,0001,1,CENTRO DE TREINAMENTO - MURALHA,08,20230207,20210302,MA,0921
27644846,0001,1,LUCIANO SALES PERSONAL TRAINER,04,20240820,20170503,MA,0921
41067461,0001,1,AFERA,02,20210303,20210303,MG,4079
41070810,0001,1,GIRLS FITNESS,02,20210303,20210303,MG,4665
27218928,0001,1,CWB FISIOTERAPIA,08,20210303,20170303,PR,7535
26841022,0001,1,ACADEMIA POWER HOUSE,08,20211203,20170111,RS,8901
41093621,0001,1,,02,20210304,20210304,RS,8851
41093991,0001,1,,02,20210304,20210304,RJ,6001
41095735,0001,1,ACADEMIA COMPASSFIT,02,20210304,20210304,SP,6589
41105410,0001,1,MIKAEL MEDEIROS PERSONAL TRAINER,08,20220131,20210305,PB,2051
40812523,0001,1,VOOGA FITNESS,02,20210211,20210211,RJ,6001
41122070,0001,1,LS PERSONAL TRAINER,02,20210307,20210307,CE,1419
41127413,0001,1,REABILIT CENTRO CLINICO,02,20210308,20210308,RS,8569
41133234,0001,1,RHUMAS FITNESS ACADEMIA,08,20230831,20210308,BA,3847
41147417,0001,1,ACADEMIA DO COELHO,08,20221025,20210309,RN,1761
35672159,0001,1,,04,20210310,20191202,SP,7149
27671126,0001,1,ASS TRIADE,04,20210311,20170508,RJ,6001
28026002,0001,1,,04,20260601,20170623,RJ,6001
29214810,0001,1,,04,20210311,20171206,RJ,6001
41172212,0001,1,C T LISBOA FITNESS,04,20260527,20210310,BA,3965
41196978,0001,1,ESTUDIO DE TREINAMENTO H A,02,20210312,20210312,PA,0441
41212636,0001,1,,02,20210315,20210315,MG,5435
41218333,0001,1,BOX 4 DE MAIO,02,20210315,20210315,GO,9221
41219826,0001,1,CENTRO DE TREINAMENTO AF FITNESS,02,20210315,20210315,CE,1339
41226328,0001,1,CENTRO DE TREINAMENTOS PRISCILA ROCHA,08,20251205,20210316,PA,0483
41230050,0001,1,UP TRAINER ACADEMIA,02,20210316,20210316,MG,4223
41231760,0001,1,FIT BOX,02,20210316,20210316,RJ,6001
41231889,0001,1,CROSS LIFE VERA CRUZ,02,20210316,20210316,RS,8957
41237530,0001,1,OLDSCHOOL,02,20210316,20210316,MT,9871
41244651,0001,1,FITFISIO BRASIL,08,20250425,20210317,CE,0991
41246220,0001,1,CENTRO FISICO DEMOUT 2,02,20210317,20210317,RJ,5863
41250676,0001,1,MOVE TEAM,02,20210317,20210317,RJ,5849
41252132,0001,1,ENGENHARIA DO CORPO,02,20210317,20210317,MS,9051
41259949,0001,1,ACADEMIA TOP FITNESS,04,20260525,20210317,MT,9867
28586800,0001,1,PESO LIVRE,08,20220323,20170905,SC,8179
30247087,0002,2,,08,20220513,20210318,SP,6291
41271646,0001,1,CROSS EXPERIENCE,08,20240118,20210318,MG,5397
41283932,0001,1,STUDIO 4X4 CENTRAL FIT,04,20240820,20210319,MA,0921
41286043,0001,1,KING STUDIO,02,20210319,20210319,SC,8349
41286416,0001,1,APLICATIVO AKVA,08,20240229,20210319,SC,8199
41297279,0001,1,TR PERFORMANCE E CIENCIA,02,20210322,20210322,MG,4123
41305502,0001,1,DELLAS FIGTH,08,20240625,20210322,SP,6209
38427236,0001,1,CROSS EXPERIENCE GRA DUQUESA,02,20200911,20200911,MG,4553
39552767,0001,1,FOCUS FITNESS,02,20201025,20201025,AL,2885
41323631,0001,1,MARIANA COSTA E SILVA ESPORTES,02,20210323,20210323,SP,7145
41330295,0001,1,EVOLUTHION GYM,02,20210324,20210324,PB,2221
